Brand,ProductType,ShadeCode,ShadeName,Collection,ProductURL,SwatchImageURL,ApproxHex
OPI,Nail Lacquer,NAT044,Fresh as a Blue Daisy | Blue Vegan,Nature Strong,https://www.opi.com/en-GB/products/nature-strong-vegan-nail-lacquer-fresh-as-a-blue-daisy,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/fresh_as_a_blue_daisy_swatch.jpg?v=1749634057,#0085CB
OPI,Nail Lacquer,NAT043,Blossom Into Awesome | Pink Vegan,Nature Strong,https://www.opi.com/en-GB/products/nature-strong-vegan-nail-lacquer-blossom-into-awesome,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/blossom_into_awesome_swatch.jpg?v=1749634055,#F9C4CE
OPI,Nail Lacquer,NAT049,Berry Pickin’ Season | Red Vegan,Nature Strong,https://www.opi.com/en-GB/products/nature-strong-vegan-nail-lacquer-berry-pickin-season,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/berry_pickin_season_swatch.jpg?v=1749634055,#DD0146
OPI,Nail Lacquer,NAT042,Cauliflower Power | White Vegan,Nature Strong,https://www.opi.com/en-GB/products/nature-strong-vegan-nail-lacquer-cauliflower-power,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/cauliflower_power_swatch.jpg?v=1749634055,#F1EADA
OPI,Nail Lacquer,NAT046,Sage It for Later | Green Vegan,Nature Strong,https://www.opi.com/en-GB/products/nature-strong-vegan-nail-lacquer-sage-it-for-later,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/sage_it_for_later_swatch_399b19fc-a69c-42f6-a066-0e2041052051.jpg?v=1749634056,#C3D3B8
OPI,Nail Lacquer,NAT045,Give Me Some Suga Cane | Green Vegan,Nature Strong,https://www.opi.com/en-GB/products/nature-strong-vegan-nail-lacquer-give-me-some-suga-cane,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/give_me_some_suga_cane_swatch.jpg?v=1749634056,#DAD459
OPI,Nail Lacquer,NLF034,Totally Red-ical | Red,What's Your Mani-tude?,https://www.opi.com/en-GB/products/nail-lacquer-totally-red-ical,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/totally_red-ical_swatch.jpg?v=1752490104,#CD3B24
OPI,Nail Lacquer,HRS09,Butter Me Up Toffee | Rose Gold,Good Enough to Treat,https://www.opi.com/en-GB/products/nail-lacquer-butter-me-up-toffee,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/butter_me_up_toffee_swatch.jpg?v=1757588315,#C05E5B
OPI,Infinite Shine,ISLL00,Alpine Snow®,Infinite Shine,https://www.opi.com/en-GB/products/infinite-shine-alpine-snow,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/alpine_snow_formula_swatch_2000x2477_435563d4-6da5-4daf-93a6-5a4d2a703cf9.jpg?v=1711958952,#E7E7E7
OPI,Infinite Shine,ISLE41,Barefoot in Barcelona,Infinite Shine,https://www.opi.com/en-GB/products/infinite-shine-barefoot-in-barcelona,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/barefoot_in_barcelona_formula_swatch_2000x2477_31d741d9-58cf-4699-9e57-832195d954c0.jpg?v=1711958952,#C18A7D
OPI,Infinite Shine,ISLN25,Big Apple Red®,Infinite Shine,https://www.opi.com/en-GB/products/infinite-shine-big-apple-red,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/big_apple_red_formula_swatch_2000x2477_da06f0b2-7c49-4aa8-86db-c9db9f2c1ae7.jpg?v=1711958952,#A41C23
OPI,Infinite Shine,ISLS63,Chicago Champaign Toast,Infinite Shine,https://www.opi.com/en-GB/products/infinite-shine-chicago-champaign-toast,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/chicago_champaign_toast_formula_swatch_2000x2477_071ce6af-7b06-4f2b-aa9c-d3d0adb380f1.jpg?v=1711706566,#B26F7A
OPI,Infinite Shine,ISLA60,Don't Bossa Nova Me Around®,Infinite Shine,https://www.opi.com/en-GB/products/infinite-shine-dont-bossa-nova-me-around,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/dont_bossa_nova_me_around_formula_swatch_2000x2477_d1ec0307-8cee-47c5-8a79-01830c94a725.jpg?v=1711958952,#B69AA0
OPI,Infinite Shine,ISLL60,Dutch Tulips,Infinite Shine,https://www.opi.com/en-GB/products/infinite-shine-dutch-tulips,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/dutch_tulips_formula_swatch_2000x2477_ac715f4e-0340-460c-8872-44bb16bfea71.jpg?v=1711707721,#B91835
OPI,Infinite Shine,ISLH22,Funny Bunny®,Infinite Shine,https://www.opi.com/en-GB/products/infinite-shine-funny-bunny,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/funny_bunny_formula_swatch_2000x2477_fe9aa82c-060f-4946-978b-ca48f3ae5db2.jpg?v=1711958951,#DFDFDF
OPI,Infinite Shine,ISLH08,I'm Not Really a Waitress®,Infinite Shine Iconic Shades,https://www.opi.com/en-GB/products/infinite-shine-im-not-really-a-waitress,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/im_not_really_a_waitress_formula_swatch_2000x2477_1dfddb9c-6b2d-426d-aa11-093bb11c7c9a.jpg?v=1711794271,#6D0B1E
OPI,Infinite Shine,ISL29,It Never Ends,Infinite Shine,https://www.opi.com/en-GB/products/infinite-shine-it-never-ends,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/it_never_ends_formula_swatch_2000x2477_b2d444e4-5389-42ee-9f62-ff4c0bec0edc.jpg?v=1711958951,#A9847B
OPI,Infinite Shine,ISLH39,It's a Girl!,Infinite Shine Iconic Shades,https://www.opi.com/en-GB/products/infinite-shine-its-a-girl,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/its_a_girl_formula_swatch_2000x2477_523b60fc-98ad-450f-823e-1614bc4739a4.jpg?v=1711640518,#E8BDCE
OPI,Infinite Shine,ISLW42,Lincoln Park After Dark®,Infinite Shine,https://www.opi.com/en-GB/products/infinite-shine-lincoln-park-after-dark,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/lincoln_park_after_dark_formula_swatch_2000x2477_a51fb0c0-2768-4652-910e-7038512cb4fc.jpg?v=1711958953,#241729
OPI,Infinite Shine,ISLL87,Malaga Wine,Infinite Shine Iconic Shades,https://www.opi.com/en-GB/products/infinite-shine-malaga-wine,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/malaga_wine_formula_swatch_2000x2477_c7820756-09c7-412d-8b7d-d93bed5f73cb.jpg?v=1711793468,#630116
OPI,Infinite Shine,ISLB59,My Private Jet,Infinite Shine Iconic Shades,https://www.opi.com/en-GB/products/infinite-shine-my-private-jet,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/my_private_jet_formula_swatch_2000x2477_0652194a-c96f-415d-92c0-8fe4ff92d147.jpg?v=1711644299,#3D2B24
OPI,Infinite Shine,ISLH19,Passion,Infinite Shine,https://www.opi.com/en-GB/products/infinite-shine-passion,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/passion_formula_swatch_2000x2477_9134b112-eaa8-478a-87cc-79992ada4906.jpg?v=1711958952,#EDBEB8
OPI,Infinite Shine,ISLC09,Pompeii Purple,Infinite Shine,https://www.opi.com/en-GB/products/infinite-shine-pompeii-purple,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/pompeii_purple_formula_swatch_2000x2477_b0d1db46-d151-4154-89b1-c894e9c7a123.jpg?v=1711958954,#B70545
OPI,Infinite Shine,ISL01,Pretty Pink Perseveres,Infinite Shine,https://www.opi.com/en-GB/products/infinite-shine-pretty-pink-perseveres,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/pretty_pink_persevere_formula_swatch_2000x2477_6c2c94a3-4382-42cb-883f-087ab92ce61e.jpg?v=1711958952,#EDBCBF
OPI,Infinite Shine,ISLR44,Princesses Rule!®,Infinite Shine,https://www.opi.com/en-GB/products/infinite-shine-princesses-rule,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/princesses_rule_formula_swatch_2000x2477_312c862f-fb32-4693-a513-82f9345ed271.jpg?v=1711958951,#E98B99
OPI,Infinite Shine,ISL14,Raisin’ The Bar,Infinite Shine,https://www.opi.com/en-GB/products/infinite-shine-raisin-the-bar,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/raisin_the_bar_formula_swatch_2000x2477_ce3aec66-8f59-4f1f-817d-40a912ec964d.jpg?v=1711958952,#380109
OPI,Infinite Shine,ISLM23,Strawberry Margarita,Infinite Shine,https://www.opi.com/en-GB/products/infinite-shine-strawberry-margarita,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/strawberry_margarita_formula_swatch_2000x2477_ee70cd6b-e52a-4fd7-9c9a-40f688842f40.jpg?v=1711958953,#D12550
OPI,Infinite Shine,ISP07,Infinite Shine - Base & Top Duo Pack,,https://www.opi.com/en-GB/products/infinite-shine-infinite-shinestay-duo-pack,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/prostay-gloss-brush-swatch_5b88840a-41d4-447e-bc12-80ff1702dfb6.jpg?v=1711637140,#EFEFEF
OPI,Infinite Shine,ISLI59,Less is Norse®,Infinite Shine,https://www.opi.com/en-GB/products/infinite-shine-less-is-norse,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/less_is_norse_formula_swatch_2000x2477_d13464f5-dbba-4892-ab7e-4510b49d5002.jpg?v=1711958953,#403E53
OPI,Infinite Shine,ISLT02-EU,Lady In Black,Infinite Shine Iconic Shades,https://www.opi.com/en-GB/products/infinite-shine-lady-in-black,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/black_onyx_formula_swatch_2000x2477_d5949c50-5afd-49b8-917f-be31e954e791.jpg?v=1711642733,#131313
OPI,Infinite Shine,ISL27,Steel Waters Run Deep,Infinite Shine,https://www.opi.com/en-GB/products/infinite-shine-steel-waters-run-deep,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/steel_waters_run_deep_formula_swatch_2000x2477_24f490cc-1a31-4aea-a308-1f868125b143.jpg?v=1711958953,#6F6E74
OPI,Infinite Shine,ISLF84,Do You Sea What I Sea?,,https://www.opi.com/en-GB/products/infinite-shine-do-you-sea-what-i-sea,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/do_you_sea_what_i_sea_formula_swatch_2000x2477_a51a377f-d1f6-4990-80d7-bb274062f856.jpg?v=1711639069,#196C95
OPI,Infinite Shine,ISLS86,Bubble Bath®,Infinite Shine Iconic Shades,https://www.opi.com/en-GB/products/infinite-shine-bubble-bath,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/bubble_bath_formula_swatch_2000x2477_2fa97dce-2bd4-4ab2-a7c0-ae76ebf6a6fc.jpg?v=1711639621,#EABCAE
OPI,Infinite Shine,ISL95,Keep Calm & Carry On,,https://www.opi.com/en-GB/products/infinite-shine-keep-calm-carry-on,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/keep_calm_carry_on_formula_swatch_2000x2477_5bd20534-6bf4-4b34-ae1f-9cfe03cbbd6e.jpg?v=1711645823,#D79F9B
OPI,Infinite Shine,ISL123,Happily Evergreen After,,https://www.opi.com/en-GB/products/infinite-shine-happily-evergreen-after,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/happily_evergreen_after_formula_swatch_2000x2477_671a5c4b-c5e7-402a-859f-67770baf7604.jpg?v=1711645823,#375B3B
OPI,Infinite Shine,ISL124,Last from the Past,,https://www.opi.com/en-GB/products/infinite-shine-last-from-the-past,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/last_from_the_past_formula_swatch_2000x2477_2beceeb3-89a2-41d2-a006-9ae42a458b1e.jpg?v=1711645824,#6FA7B7
OPI,Infinite Shine,ISL120,Endure & Allure,,https://www.opi.com/en-GB/products/infinite-shine-endure-allure,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/endure_allure_formula_swatch_2000x2477_0e3b5464-90eb-4e64-98e3-b674761a317a.jpg?v=1711645825,#5E5767
OPI,Infinite Shine,ISL97,Faux-ever Yours,,https://www.opi.com/en-GB/products/infinite-shine-faux-ever-yours,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/fauxever_yours_formula_swatch_2000x2477_83d9a94d-04a7-4bcb-8100-67548dc7510a.jpg?v=1711645822,#F2BCD2
OPI,Infinite Shine,ISL131,Knock 'Em Red,,https://www.opi.com/en-GB/products/infinite-shine-knock-em-red,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/knock_em_red_formula_swatch_2000x2477_9ba37248-3d12-4248-8ad7-9cee7e69a3ea.jpg?v=1711645824,#B41A05
OPI,Infinite Shine,ISL98,Flamingo Your Own Way,,https://www.opi.com/en-GB/products/infinite-shine-flamingo-your-own-way,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/flamingo_your_own_way_formula_swatch_2000x2477_8a212424-8986-4560-a516-bb6cc21eddcb.jpg?v=1711645823,#D8768A
OPI,Infinite Shine,ISL93,Megawatt Hot,,https://www.opi.com/en-GB/products/infinite-shine-megawatt-hot,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/megawatt_hot_formula_swatch_2000x2477_ac11408e-8eab-439b-a173-b40930e53743.jpg?v=1711645824,#D8586B
OPI,Infinite Shine,ISL115,Bright on Top of It,,https://www.opi.com/en-GB/products/infinite-shine-bright-on-top-of-it,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/bright_on_top_of_it_formula_swatch_2000x2477_cb0ec9c7-a4b7-4b64-9388-22acabb3cba9.jpg?v=1711645824,#D8673F
OPI,Infinite Shine,ISL119,Lush Hour,,https://www.opi.com/en-GB/products/infinite-shine-lush-hour,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/lush_hour_formula_swatch_2000x2477_36001ce3-9493-4231-b783-e2c21546f0bb.jpg?v=1711645822,#644173
OPI,Infinite Shine,ISL116,A Sherbert Thing,,https://www.opi.com/en-GB/products/infinite-shine-a-sherbert-thing,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/a_sherbert_thing_formula_swatch_2000x2477_5b0b76b8-a49d-40a0-9e51-8d8196a89e4e.jpg?v=1711645824,#E68D76
OPI,Infinite Shine,ISL100,Good Redputation,,https://www.opi.com/en-GB/products/infinite-shine-good-redputation,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/good_redputation_formula_swatch_2000x2477_a2e57bf7-7ec1-4dbf-9322-0a89a7064168.jpg?v=1711645825,#C92556
OPI,Infinite Shine,ISL109,Gray it on Me,,https://www.opi.com/en-GB/products/infinite-shine-gray-it-on-me,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/gray_it_on_me_formula_swatch_2000x2477_5e5581d4-7327-40ea-9f9f-4974c86a51fe.jpg?v=1711645823,#BFBBB7
OPI,Infinite Shine,ISL104,Not Afraid of the Dark,,https://www.opi.com/en-GB/products/infinite-shine-not-afraid-of-the-dark,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/not_afraid_of_the_dark_formula_swatch_2000x2477_361d4757-88db-42a2-adf6-c1758ddc4a5a.jpg?v=1711645823,#27120D
OPI,Infinite Shine,ISL117,Always Within Peach,,https://www.opi.com/en-GB/products/infinite-shine-always-within-peach,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/always_within_peach_formula_swatch_2000x2477_4d4d878b-cb14-4ce2-9989-78e4e4d8a56d.jpg?v=1711645823,#DD5237
OPI,Infinite Shine,ISL129,Awe Night Long,,https://www.opi.com/en-GB/products/infinite-shine-awe-night-long,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/awe_night_long_formula_swatch_2000x2477_fe408473-9d98-4325-a1f6-9cb7d9ac73cf.jpg?v=1711645824,#15294A
OPI,Infinite Shine,ISL96,Livin' La Vida Mocha,,https://www.opi.com/en-GB/products/infinite-shine-livin-la-vida-mocha,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/livin_la_vida_mocha_formula_swatch_2000x2477_7ebdd82e-459c-4222-905e-37c4136d98cd.jpg?v=1711645825,#6C4D32
OPI,Infinite Shine,ISL127,No Chips on my Shoulder,,https://www.opi.com/en-GB/products/infinite-shine-no-chips-on-my-shoulder,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/no_chips_on_my_shoulder_formula_swatch_2000x2477_a7668e05-208a-48a5-ae65-d8e25b99211a.jpg?v=1711645823,#0F1C46
OPI,Infinite Shine,ISL113,It's Always Stunny,,https://www.opi.com/en-GB/products/infinite-shine-its-always-stunny,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/its_always_stunny_formula_swatch_2000x2477_5b2d5363-5ce3-4f84-bb4f-9a2e6c68c3e5.jpg?v=1711645825,#F8EA7D
OPI,Infinite Shine,ISL118,Last Glam Standing,,https://www.opi.com/en-GB/products/infinite-shine-last-glam-standing,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/last_glam_standing_formula_swatch_2000x2477_5038fc76-96c9-47ac-87c8-e01cfdbb4852.jpg?v=1711645825,#CBA1C1
OPI,Infinite Shine,ISL99,At Strong Last,,https://www.opi.com/en-GB/products/infinite-shine-at-strong-last,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/at_strong_last_formula_swatch_2000x2477_31575e0d-fe82-49b6-9d1e-19087318bed3.jpg?v=1711645824,#D25769
OPI,Infinite Shine,ISL130,Full of Glambition,,https://www.opi.com/en-GB/products/infinite-shine-full-of-glambition,https://cdn.shopify.com/s/files/1/0656/5547/2343/files/full_of_glambition_formula_swatch_2000x2477_0aa2ee7e-bd74-4a3a-91b1-d114f1391566.jpg?v=1711645825,#C02318
